Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,2urvived,Embarked_1.0,Embarked_2.0,AgeGroup_Child,AgeGroup_Senior,AgeGroup_Teen,FamilySize,IsAlone,Fare_log
1288,24.0,7.25,0,0,0,3,0,True,False,False,False,False,1,1,2.1102132003465894
1289,48.0,79.2,1,1,1,1,0,False,False,False,False,False,3,0,4.384523514872469
1290,22.0,7.775,0,0,0,3,0,False,True,False,False,False,1,1,2.1719067693519296
1291,31.0,7.7333,0,0,0,3,0,True,False,False,False,False,1,1,2.167143305297764
1292,30.0,164.8667,1,0,0,1,0,False,True,False,False,False,1,1,5.11118445372147
1293,38.0,21.0,0,1,0,2,0,False,True,False,False,False,2,0,3.091042453358316
1294,22.0,59.4,1,0,1,1,0,False,False,False,False,False,2,0,4.100989104940769
1295,17.0,47.1,0,0,0,1,0,False,True,False,False,True,1,1,3.8732821771117156
1296,43.0,27.7208,0,1,0,1,0,False,False,False,False,False,2,0,3.357621598945279
1297,20.0,13.8625,0,0,0,2,0,False,False,False,False,False,1,1,2.6988412620169004
1298,23.0,10.5,0,1,0,2,0,False,True,False,False,False,2,0,2.4423470353692043
1299,50.0,211.5,0,1,1,1,0,False,False,False,False,False,3,0,5.358941988364472
1300,28.0,7.7208,1,0,0,3,0,True,False,False,False,False,1,1,2.165710976832012
1301,3.0,13.775,1,1,1,3,0,False,True,True,False,False,3,0,2.692936563292162
1302,28.0,7.75,1,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
1303,37.0,90.0,1,1,0,1,0,True,False,False,False,False,2,0,4.51085950651685
1304,28.0,7.775,1,0,0,3,0,False,True,False,False,False,1,1,2.1719067693519296
1305,28.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
1306,39.0,108.9,1,0,0,1,0,False,False,False,False,False,1,1,4.699570861409576
1307,38.5,7.25,0,0,0,3,0,False,True,False,False,False,1,1,2.1102132003465894
1308,28.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
1309,28.0,22.3583,0,1,1,3,0,False,False,False,False,False,3,0,3.1509523813392697
